Cylinders,Engine Size(L),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
4,1.8,6.6,8.2,34,192
4,1.4,6,7.3,39,173
4,1.4,5.9,7.2,39,168
4,1.8,6.4,8,35,186
4,1.8,6.4,8.1,35,189
4,2,7,8.6,33,201
4,2,7.2,8.8,32,207
4,1.4,4.9,5.3,53,124
4,1.8,6.3,8,35,187
4,1.8,6.4,8.1,35,189
6,3.6,8.5,10.4,27,243
4,2,9.5,10.7,26,251
4,2,9,11.2,25,259
4,2,9.3,10.6,27,248
6,3.6,10.4,12.4,23,292
6,3,8.4,9.8,29,270
5,2.5,8.6,10.3,27,239
4,2,6.7,8.3,34,193
5,2.5,8.2,10.1,28,233
4,2,6.7,8.3,34,193
5,2.5,8.2,10.1,28,233
4,2,7.7,9.3,30,218
4,2,8.2,9.9,29,231
6,3,9,11.2,25,259
6,3,9,11.2,25,259
4,2,6.7,8.3,34,193
5,2.5,8.6,10.3,27,239
4,2,6.7,8.3,34,193
5,2.5,8.2,10.1,28,233
4,2,8.2,9.9,29,231
6,3,9,11.2,25,259
6,3,9,11.2,25,259
4,2,7.6,9.1,31,213
5,2.5,9.2,11,26,254
4,2,8.1,9.7,29,226
4,2,9.1,10.6,27,247
6,3,10.1,12,24,276
4,2,7.6,9.1,31,213
5,2.5,9.2,11,26,254
4,2,9.1,10,28,232
4,2,9.5,10.2,28,239
4,2,9.5,10.6,27,247
4,2.4,6.8,8.2,34,192
6,3.5,9,11,26,259
6,3.5,9,10.7,26,251
6,3,9,9,31,210
6,3.5,10.8,11,26,261
6,3.5,8.7,10.7,26,250
6,3.5,7.8,8.1,35,190
4,2.4,6.6,8.3,34,197
6,3.5,7.5,9.6,29,226
4,1.8,6.9,8.4,34,197
4,1.8,6.9,8.4,34,197
4,2,7.2,8.7,32,205
4,2,7.7,9.2,31,217
6,2.9,9.6,11.9,24,280
12,5.2,11.4,13.7,21,322
12,6,10.9,14.1,20,331
12,6,11.4,14.7,19,345
12,6,12.8,16.4,17,388
12,6,14.4,19.2,15,450
4,2,6.8,8,35,188
4,2,7.5,8.7,32,205
4,2,8,9.5,30,223
4,2,6.4,7.6,37,177
4,2,7.7,8.8,32,205
4,2,7,8.6,33,204
4,2,8.3,9.3,30,217
4,2,8,9.7,29,226
4,2,7.3,9,31,210
4,2,8.2,9.9,29,231
4,2,7.5,9.4,30,220
6,3,8.2,10,28,238
6,3,8.2,10,28,238
6,3,8,10.5,27,246
8,4,8,10.7,26,249
8,4,8.3,10.9,26,255
4,2,8.4,10.3,27,243
4,2,8.4,10.3,27,241
4,2,8.6,10.5,27,246
6,3,9.2,11.4,25,267
4,2,9.6,10.8,26,253
6,3,9.4,11.1,25,260
10,5.2,11.2,14.1,20,330
10,5.2,11.2,14.1,20,330
8,4,9.3,13.1,22,309
4,2,8.5,9.9,29,232
6,3,8.5,11,26,259
6,3,9,11.7,24,273
6,3,9.1,11.4,25,266
8,4,8.8,11.3,25,263
8,4,8.8,11.4,25,265
8,4,9.9,13.4,21,312
6,3,9.9,12.2,23,285
4,2,7.8,9.1,31,209
4,2,7.8,9.1,31,209
4,2,8.6,9.5,30,222
12,6,12.2,15.9,18,370
8,4,9.4,13.1,22,307
12,6,11.2,15.4,18,360
8,4,10.3,14.4,20,337
12,6,11.7,16,18,375
8,4,9.9,13.8,20,321
12,6,11.7,16,18,375
8,6.8,12.8,17.5,16,407
8,6.8,13.6,18.3,15,430
4,2,7.2,8.7,32,207
4,2,6.8,8.4,34,197
4,2,7.3,9.4,30,219
4,2,7.4,9.1,31,213
4,2,7.4,9,31,210
4,2,6.5,8.4,34,200
4,2,6.7,8.6,33,202
4,2,6.9,8.8,32,206
4,2,5.9,7,40,189
4,2,5.9,7,40,189
4,2,7.4,9.1,31,213
4,2,7.4,9.1,31,213
4,2,7.4,9.1,31,213
6,3,7.8,9.6,29,224
6,3,8.2,10.4,27,242
6,3,7.8,9.8,29,228
6,3,8.5,10.5,27,246
6,3,8.1,10.2,28,238
4,2,7.3,9.1,31,211
4,2,7.4,9.1,31,213
4,2,7.4,9.1,31,213
6,3,7.8,9.6,29,224
6,3,8.2,10.4,27,242
6,3,8.1,10.2,28,238
6,3,7.8,9.8,29,228
6,3,8.5,10.5,27,246
6,3,7.8,9.8,29,228
4,2,7.4,9.1,31,213
6,3,7.8,9.8,29,228
6,3,8.4,10.6,27,249
6,3,8.4,10.6,27,249
8,4.4,9.7,12.5,23,292
8,4.4,9.1,11.7,24,273
8,4.4,9.7,12.5,23,292
6,3,8.1,10.2,28,238
8,4.4,9.1,11.7,24,273
8,4.4,9.7,12.5,23,292
8,4.4,9.7,12.5,23,292
8,4.4,9.7,12.5,23,292
6,3,8.9,10.5,27,245
6,3,9.2,11.4,25,267
6,3,7.8,9.6,29,224
6,3,8.2,10.4,27,242
6,3,7.8,9.6,29,224
6,3,8.4,10.7,26,250
6,3,7.8,9.8,29,228
6,3,7.8,9.8,29,228
6,3,9.7,12.1,23,284
6,3,9.1,11.7,24,273
6,3,9.6,12.1,23,283
6,3,9.1,11.7,24,273
6,3,9.7,12.1,23,284
6,3,9.1,11.7,24,273
8,4.4,11.6,14.7,19,343
8,4.4,10.9,13.8,20,324
8,4.4,11.6,14.7,19,343
8,4.4,10.9,13.8,20,324
8,4.4,11.6,14.7,19,343
8,4.4,10.9,13.8,20,324
12,6.6,11.9,15.1,19,355
4,2,7.4,9.1,31,213
4,2,7.1,8,35,211
4,2,8.5,10,28,233
6,3,9.1,11.1,25,260
6,3,9.1,11.1,25,260
4,2,8.6,10.3,27,240
8,4.4,12.1,14.6,19,341
6,3,8,9.3,30,249
6,3,9.8,11.5,25,270
8,4.4,11.3,13.7,21,320
8,4.4,12.1,14.6,19,341
6,3,9.8,11.5,25,270
8,4.4,11.3,13.7,21,320
6,3.6,10.6,13.4,21,315
6,3.6,10.9,13.7,21,322
4,1.4,7.2,8.3,34,194
4,1.4,7.1,7.9,36,185
4,1.4,7.7,8.8,32,208
4,1.4,7.6,8.3,34,196
4,2,9.1,10.6,27,248
4,2.5,8.4,9.9,29,232
6,3.6,7.5,9.5,30,224
6,3.6,8.1,10,28,235
4,2,8,9.9,29,233
4,2,8.9,10.7,26,250
4,2.4,7.6,9.7,29,226
4,2,7.7,9.3,30,217
4,2,8,10.1,28,236
4,2.5,7.4,9.2,31,216
6,3.6,8,10,28,234
4,2,7.9,9.5,30,222
6,3.6,8.6,10.6,27,248
6,3.6,9.4,11.9,24,279
6,3.6,10.4,12.6,22,295
4,2,7.8,9.5,30,223
6,3,9.1,11.2,25,263
6,3.6,8.8,11,26,259
4,2,7.8,9.5,30,223
6,3.6,8,10,28,234
4,2,8.2,9.8,29,229
6,3.6,8.6,10.6,27,248
6,3.6,9.9,12.7,22,299
8,6.2,11.1,14,20,329
8,6.2,11.7,14.1,20,331
6,3.6,8.6,10.5,27,245
6,3.6,8.9,11.1,25,260
6,3.6,8.5,11.1,25,260
6,3.6,9,11.6,24,272
6,3.6,10.3,12.8,22,299
4,2,7.7,9.5,30,222
4,2,8,10.1,28,236
6,3.6,8.6,10.6,27,249
6,3.6,8.4,11.7,24,274
8,6.2,8.7,11.7,24,273
8,6.2,9.4,12.1,23,284
8,6.2,11.6,15.6,18,367
8,6.2,12,14.9,19,349
4,2,9,9.4,30,220
4,2.5,9.2,10.7,26,252
4,2.5,9.2,10.9,26,254
4,2.8,7.9,9.5,30,255
6,3.6,9.6,11.7,24,274
4,2.5,9.6,11.3,25,263
4,2.8,8.4,10.4,27,280
6,3.6,9.9,12.2,23,286
4,2.8,10.7,11.7,24,315
6,3.6,13,14.1,20,331
8,6.2,8.9,12.4,23,290
8,6.2,9,11.9,24,278
8,6.2,10.3,14.3,20,336
8,6.2,10.6,13.4,21,312
4,1.4,5.9,7,40,165
4,1.4,6,7.3,39,170
4,1.4,6,7.2,39,169
4,1.6,5,6.4,44,172
4,1.6,4.5,6.3,45,169
4,1.4,6.2,7.3,39,172
4,1.4,6.4,7.4,38,173
4,1.4,6.4,7.5,38,176
4,2.4,7.5,9.4,30,221
4,2.4,7.5,9.4,30,221
4,2.4,11,13.6,21,223
6,3.6,9.7,12.1,23,285
4,2.4,8.3,10.1,28,237
4,2.4,8.3,10.1,28,237
4,2.4,11.8,14.2,20,234
6,3.6,10.4,13,22,304
8,6,14.8,18.6,15,438
8,6,14.9,19,15,445
4,2.5,7.9,9.5,30,224
6,3.6,8.3,10.6,27,249
6,3.6,11.7,14.6,19,240
4,1.5,6.5,7.8,36,182
4,2,7.1,9.1,31,212
4,1.8,5.5,5.1,55,121
8,5.3,10.3,12.7,22,297
8,5.3,10.7,13.1,22,309
8,6.2,11.2,13.8,20,324
6,4.3,10,11.9,24,279
6,4.3,14.3,17.1,17,284
8,5.3,10.3,12.7,22,298
8,5.3,13.9,17.1,17,284
8,5.3,10.7,13.1,22,307
8,5.3,11.5,13.9,20,327
8,6.2,11.7,14.1,20,330
6,4.3,10.6,12.5,23,294
6,4.3,15.2,18,16,294
8,5.3,10.7,13.1,22,307
8,5.3,14.4,17.9,16,315
8,5.3,11.2,13,22,303
4,1.4,6.6,7.8,36,184
4,1.4,6.3,7.4,38,174
4,1.8,6.9,8.4,34,197
4,1.8,7.1,8.3,34,194
4,1.4,6.6,7.8,36,184
4,1.4,6.3,7.4,38,174
4,1.8,6.9,8.4,34,197
4,1.8,7.1,8.3,34,194
4,1.4,6.2,7.1,40,167
4,1.4,6.2,7.2,39,168
8,5.3,10.4,13,22,305
8,5.3,10.4,13,22,305
8,5.3,13.5,17.1,17,284
8,5.3,10.8,13.3,21,312
8,5.3,10.8,13.3,21,312
8,5.3,15.4,19.1,15,317
8,5.3,10.4,13,22,305
8,5.3,10.4,13,22,305
8,5.3,13.5,17.1,17,284
8,5.3,10.8,13.2,21,310
8,5.3,10.8,13.2,21,310
8,5.3,14.5,18,16,299
6,3.6,10.6,13.4,21,315
6,3.6,10.9,13.7,21,322
4,1.4,7.2,8.3,34,194
4,1.4,7.1,8.2,34,194
4,1.4,7.7,8.8,32,208
4,2.4,6.6,8.6,33,201
4,2.4,8.9,11.7,24,192
6,3.6,7.6,10.2,28,241
6,3.6,10.4,13.9,20,230
6,3.6,8.3,10.8,26,252
6,3.6,11.1,14.4,20,237
6,3.6,7.8,10.3,27,242
8,5.7,9.4,12.3,23,289
6,3.6,8.7,11,26,258
6,3.6,8.7,11,26,258
6,3.6,12,15,19,248
6,3.6,8.4,10.9,26,257
6,3.6,8.4,10.6,27,249
6,3.6,7.8,10.3,27,242
8,5.7,10.1,13.1,22,307
8,6.4,10.4,13.9,20,325
8,5.7,9.4,12.3,23,289
8,6.4,9.6,12.9,22,302
6,3.6,8.7,11,26,258
8,6.4,10.4,13.9,20,325
8,6.4,9.6,12.9,22,302
8,6.2,10.7,14.5,19,339
8,6.2,11.4,15.1,19,352
6,3.6,9,11.6,24,271
6,3.6,7.8,10.3,27,242
8,5.7,9.7,12.9,22,302
8,5.7,9.4,12.3,23,289
8,6.4,9.6,12.9,22,302
6,3.6,8.7,11,26,258
6,3.6,8.7,11,26,258
6,3.6,12,15,19,248
8,5.7,10.1,13.3,21,312
8,6.4,9.6,12.9,22,302
8,6.2,10.7,14.5,19,339
6,3.6,9.6,11.3,25,265
8,5.7,10.7,14,20,328
6,3.6,9.4,11.8,24,276
6,3.6,13.3,16.7,17,274
4,2.4,9.2,11.1,25,261
6,3.6,9.5,12.1,23,284
6,3.6,13.2,16.4,17,274
6,3.6,10,12.4,23,292
10,8.4,12.6,16.6,17,387
4,1.4,6.5,8,35,187
4,1.4,6.7,7.9,36,185
4,1.4,7.1,8,35,186
4,1.4,6.5,7.3,39,171
4,1.4,7.1,8,35,186
4,1.4,6.1,7,40,163
4,1.4,7.4,8.7,32,202
4,1.4,7.1,7.9,36,186
4,1.4,7.4,8.7,32,202
4,1.4,7.1,7.9,36,186
4,1.4,7.9,9.4,30,221
4,1.4,7.1,8.4,34,197
4,2.4,7.7,9.3,30,219
4,2.4,8,9.7,29,226
4,2,6.2,5.9,48,138
4,2,8,9.9,29,233
4,2,8,9.8,29,230
6,3.5,9.1,11.5,25,270
4,2,8.6,10.4,27,244
6,2.7,9.8,12,24,281
6,3.5,10,12.1,23,284
4,1.5,7.8,9.1,31,214
4,2,8,9.5,30,222
4,2.5,8.1,9.7,29,229
4,2.5,10.8,13.3,21,219
4,1.5,8.3,9.6,29,226
4,2,8.7,10.2,28,239
6,3.5,12,14.2,20,333
6,3.5,12.2,14.3,20,337
4,2.3,8.6,10.8,26,254
6,3.5,9.7,12,24,281
6,3.5,12.9,16.1,18,264
4,2.3,9.2,11.3,25,266
6,3.5,10.7,13,22,305
6,3.5,10.5,12.6,22,296
6,3.5,14.2,17.2,16,284
6,2.7,9.3,10.9,26,256
6,2.7,9.8,11.2,25,263
6,2.7,9.8,11.6,24,272
6,3.5,9.5,11.3,25,264
6,3.5,10.2,11.7,24,274
6,3.5,10.7,12.4,23,290
6,3.5,9.7,11.6,24,272
6,3.5,13.2,15.8,18,258
8,5,10.6,13.2,21,310
8,5,14.3,17.7,16,291
8,5,11.8,14.5,19,340
8,5,14.3,17.7,16,291
6,2.7,10.2,11.8,24,276
6,2.7,11.2,12.5,23,293
6,2.7,10.7,12.3,23,288
6,3.5,10.3,12.1,23,284
6,3.5,10.7,12.3,23,288
6,3.5,11,12.7,22,298
6,3.5,10.6,12.5,23,293
6,3.5,14.3,16.9,17,281
8,5,11.3,13.8,20,323
8,5,15.1,18.6,15,305
8,5,11.8,14.1,20,330
8,5,15.1,18.6,15,306
8,5,12.4,14.8,19,347
8,5,16.5,19.6,14,326
6,3.5,13.2,14.5,19,339
4,1.6,6.4,7.6,37,178
4,1.6,6.7,7.8,36,182
3,1,5.7,6.8,42,158
4,1.6,7.1,8.2,34,192
6,3.5,10.2,12.7,22,298
6,3.5,10.7,12.9,22,303
6,3.5,11.2,13.7,21,321
3,1,6.2,7.5,38,176
3,1,5.9,7,40,164
4,2,6.4,7.9,36,185
4,2,8.8,10.6,27,177
4,2,6.6,8,35,189
4,2,9.1,10.9,26,182
4,2,7,8.3,34,195
4,2,9.5,11.4,25,188
4,2.3,9.4,10.9,26,256
4,2,7.8,9.3,30,219
4,1.5,7,8.7,32,204
4,2,7.6,9.6,29,225
4,2.5,7.5,9.6,29,224
4,2,8.1,10.1,28,238
6,2.7,9,11.5,25,270
4,2,5.7,5.6,50,131
6,3.5,13.2,17.3,16,406
4,2.3,7.9,9.6,29,226
4,2.3,8.3,10.2,28,239
4,2.3,7.8,9.8,29,230
4,2.3,8.4,9.8,29,230
6,3.7,8.9,11.1,25,259
6,3.7,8.8,11.5,25,271
8,5,9.6,12.9,22,303
8,5,9.8,13.1,22,307
8,5,10.2,13.8,20,324
4,2.3,8.3,10.2,28,239
4,2.3,8.7,10.1,28,237
8,5,10.3,13.2,21,309
8,5,10.2,13.8,20,324
8,5.2,11.3,14.6,19,341
6,3.5,12.8,14.6,19,344
6,3.7,13,15.1,19,354
6,3.7,18.5,20.9,14,343
4,2,8.1,10.1,28,238
6,3.5,8.7,11.1,25,260
6,3.5,11.7,15,19,249
6,3.5,9.8,12.5,23,293
6,3.5,9.9,12.4,23,291
6,3.5,13.4,16.3,17,271
4,2.5,8.7,10.4,27,244
4,2.5,11.9,14.2,20,234
4,2.5,8.8,10.8,26,253
4,2.5,12.1,14.7,19,242
6,3.8,9.5,12.1,23,286
8,5,10.5,14.2,20,332
6,3.3,9.7,11.9,24,279
8,5,10.2,13,22,306
4,2.5,9.2,10.2,28,239
6,3.6,9.3,11.3,25,265
4,2.5,9.4,10.4,27,243
6,3.6,9.5,11.6,24,271
4,2.5,9.2,10.7,26,252
4,2.5,9.2,10.9,26,254
4,2.8,7.9,9.5,30,255
6,3.6,9.6,11.7,24,274
4,2.5,9.6,11.3,25,263
4,2.8,8.4,10.4,27,280
6,3.6,9.9,12.2,23,286
8,6,14.8,18.6,15,438
8,6,14.9,19,15,445
8,5.3,10.3,12.7,22,297
8,5.3,10.7,13.1,22,309
8,6.2,11.2,13.8,20,323
6,4.3,10,11.9,24,279
6,4.3,14.3,17.1,17,284
8,5.3,10.3,12.7,22,298
8,5.3,13.9,17.1,17,284
8,5.3,10.7,13.1,22,307
8,5.3,11.5,13.9,20,327
8,6.2,11.7,14.1,20,330
6,4.3,10.6,12.5,23,294
6,4.3,15.2,18,16,294
8,5.3,10.7,13.1,22,307
8,5.3,14.4,17.9,16,317
8,5.3,11.2,13,22,303
4,2.4,7.5,9.4,30,221
4,2.4,7.5,9.4,30,221
4,2.4,11,13.6,21,223
6,3.6,9.7,12.1,23,285
4,2.4,8.3,10.1,28,237
6,3.6,10.4,13,22,304
8,5.3,10.4,13,22,305
8,5.3,10.4,13,22,305
8,5.3,13.5,17.1,17,284
8,5.3,10.8,13.2,21,310
8,5.3,10.8,13.2,21,310
8,5.3,14.5,18,16,299
8,6.2,11.7,14.1,20,330
8,5.3,10.4,13,22,305
8,5.3,10.4,13,22,305
8,5.3,13.5,17.1,17,284
8,5.3,10.8,13.3,21,312
8,5.3,10.8,13.3,21,312
8,5.3,15.4,19.1,15,317
8,6.2,11.7,14.2,20,333
4,2.4,6.9,8.2,34,190
4,2.4,7.4,9,31,210
6,3.5,7.4,9.6,29,225
6,3.5,8.4,10.9,26,254
4,2.4,6.6,7.8,36,180
6,3.5,7.2,9.5,30,223
4,2,5.1,5,56,114
4,1.5,5.9,6.8,42,158
4,1.5,5.7,6.8,42,159
4,2,6,7,40,163
4,2,6.1,7.4,38,173
4,1.5,5.6,6.6,43,153
4,2,6,7,40,163
4,2,6,7.4,38,172
4,1.5,6,6.9,41,162
4,1.5,6.6,7.3,39,170
4,1.5,6.6,7.3,39,170
4,1.5,6.2,7.2,39,167
4,1.5,6.2,7.2,39,167
4,1.5,7,7.8,36,181
4,1.5,7.2,8,35,188
4,1.5,5.9,6.5,43,154
4,1.5,6.4,7,40,164
4,1.5,6.6,7.4,38,174
4,1.8,6.9,7.7,37,180
4,1.8,6.9,7.7,37,180
4,1.8,7.1,8.4,34,195
4,1.8,7.5,8.2,34,194
4,1.8,7.5,8.2,34,194
6,3.5,8.6,10.7,26,251
6,3.5,8.8,10.8,26,254
6,3.5,9.3,11.3,25,266
6,3.5,9.3,11,26,256
6,3.5,9.5,11.3,25,264
4,1.6,6.6,7.9,36,182
4,1.6,6.5,7.8,36,184
4,2,6.4,7.4,38,174
4,2,6.6,8,35,187
4,2,7.3,8.7,32,206
4,2,7.2,8.7,32,204
4,1.6,4.4,4.4,64,103
4,1.6,4,4.1,69,96
6,3.3,9.4,11.3,25,265
6,3.3,9.7,11.5,25,269
4,2.4,8.6,10,28,235
4,2,9.6,11.2,25,264
4,2.4,9.1,10.7,26,253
6,3.3,10.8,12.5,23,295
4,2,7.6,9.2,31,216
4,2.4,6.7,8.2,34,194
4,2.4,7.2,8.7,32,207
4,2,5.7,6,47,143
4,2,5.3,5.7,50,137
4,1.6,8.5,9.3,30,221
4,2,7.8,9,31,213
4,2,9.1,10.2,28,241
4,1.6,6.7,7.6,37,180
4,1.6,6.9,8,35,188
4,1.6,7.3,8.2,34,193
4,1.6,7.2,8.4,34,200
4,2,8.4,9.6,29,226
6,3,8.8,10.9,26,256
6,3,9.2,10.9,26,257
6,3.5,7.7,8.5,33,200
4,2,8.5,10,28,233
6,3,8.8,10.8,26,253
6,3,9.2,11,26,259
6,3.7,9.8,11.7,24,274
8,5.6,10.2,12.8,22,300
6,3.5,7.1,7.8,36,184
4,2,7.1,8.5,33,200
4,2,8,9.4,30,221
6,3.7,9.8,11.9,24,280
6,3.5,8.8,10.5,27,246
6,3.5,9.1,10.9,26,257
4,2.5,8.6,9.1,31,214
6,3.7,10.8,12.8,22,301
8,5.6,12.2,15.1,19,355
6,3,10,11.8,24,277
6,3,8.5,10.4,27,242
6,3,9.8,12.6,22,296
6,3,8.5,10.4,27,242
6,3,9.8,12.6,22,296
8,5,10.4,13.3,21,311
8,5,10.4,13.3,21,311
6,3,8.8,10.8,26,253
6,3,10,12.9,22,302
6,3,9.2,11.3,25,265
6,3,8.8,10.8,26,253
6,3,10,12.9,22,302
6,3,9.2,11.3,25,265
4,2,5.8,6.9,41,186
6,3,8.2,10.2,28,238
4,2,5.8,6.9,41,186
6,3,8.4,10.4,27,243
6,3,9,11.8,24,276
6,3,9.4,11.9,24,280
8,5,10.3,13.3,21,313
8,5,10.3,13.3,21,313
4,2.4,7.8,9.6,29,225
6,3.2,8.3,10,28,234
4,2.4,8.4,10,28,235
6,3.2,8.6,10.3,27,241
4,2.4,8.7,10.2,28,240
6,3.2,9,11.1,25,259
4,2.4,9.4,10.9,26,256
6,3.2,9.9,11.6,24,269
4,2,9,10,28,235
4,2,7.9,9.3,30,216
4,2.4,8.7,10.1,28,238
4,2.4,8.3,9.3,30,219
4,2.4,9.2,10.6,27,249
4,2.4,10.3,11.1,25,259
4,2.4,8.7,9.8,29,230
6,3.6,9.6,11.3,25,265
8,5.7,10.7,14,20,328
8,6.4,12.6,15.7,18,368
4,2.4,7.6,9.3,30,218
4,2.4,7.3,9,31,211
4,2.4,7.8,9.5,30,222
4,2.4,7.6,9.4,30,221
4,2,9,10,28,235
4,2,7.9,9.3,30,216
4,2.4,8.7,10.1,28,238
4,2.4,8.3,9.3,30,219
4,2.4,9.2,10.6,27,249
4,2.4,10.3,11.1,25,259
4,2.4,8.7,9.8,29,230
4,1.4,7.7,8.9,32,209
4,2.4,7.8,9.5,30,222
4,2.4,10.2,12.5,23,206
4,1.4,7.7,8.9,32,211
4,2.4,8.2,9.8,29,230
6,3.6,11.1,12.8,22,299
6,3.6,11,12.8,22,298
6,3.6,11.7,13.4,21,313
6,3.6,11.4,13.3,21,312
6,3.3,8.5,10.2,28,237
4,2,6.3,7.2,39,170
4,2,7,8.3,34,198
4,2,6.8,8.3,34,195
4,1.6,7.9,8.7,32,207
4,2,7,8.3,34,197
4,2,7.3,8.7,32,204
4,1.6,7.4,8.6,33,204
4,1.6,8,9.2,31,216
4,2,7.3,8.6,33,203
4,2,7.6,8.8,32,209
6,3.8,9.3,11.8,24,279
8,5,10.6,13.3,21,317
4,1.6,5.1,4.8,59,114
4,1.6,4.8,4.7,60,110
4,1.6,5.8,5.4,52,129
4,2.4,6.8,8.4,34,198
4,2.4,6.6,8,35,190
4,2,7.6,9.4,30,224
4,2,5.1,5.6,50,132
4,1.6,6.5,7.8,36,181
4,1.6,6.6,7.8,36,181
4,2,7.6,8.9,32,210
6,3.3,9.7,11.6,24,275
6,3.3,9.5,11.4,25,269
6,3.3,10.5,12.5,23,296
4,2.4,8.3,9.9,29,234
4,2,9.4,11,26,259
4,2.4,9.3,10.5,27,246
6,3.3,10.1,12.2,23,289
6,3.3,9.3,11.4,25,270
4,1.6,7.8,8.7,32,205
4,1.6,7.8,8.8,32,208
4,2,7.8,8.7,32,206
4,1.6,7.7,8.5,33,199
4,2.4,8,9.3,30,220
4,2,10.2,11.1,25,263
4,2.4,9.5,10.5,27,247
12,6.5,12.7,17.9,16,428
12,6.5,14.5,19.7,14,461
12,6.5,13.5,18.7,15,438
12,6.5,14.5,19.7,14,461
10,5.2,11.4,14.2,20,331
10,5.2,11.8,14.6,19,340
4,2,9.2,10.7,26,252
4,2,8,9.8,29,231
4,2,8.5,10.4,27,243
4,1.8,5.9,5.7,50,132
4,2.5,6.1,5.9,48,139
6,3.5,7.7,9.7,29,226
6,3.5,9.2,11,26,257
6,3.5,6.9,7.5,38,176
8,5,9.7,12.5,23,293
8,4.6,12.9,14.6,19,341
4,2,7.3,9.1,31,214
6,3.5,9.2,11,26,258
6,3.5,9.2,11,26,258
8,4.6,10.3,12.9,22,303
8,4.6,10.3,12.9,22,303
8,5.7,13,15.8,18,372
4,2,8.5,9.7,29,226
4,2,8.9,9.9,29,232
4,2.5,7.9,7.5,38,176
6,3.5,9.2,11,26,258
6,3.5,9.2,11,26,258
8,5,9.5,12.6,22,289
6,3.5,9,10.8,26,252
6,3.5,8.4,7.9,36,185
6,2.7,9.5,12,24,281
6,3,9.7,12.3,23,288
6,3.7,9.7,12.2,23,287
4,2,9.3,10.9,26,256
4,2,9.3,10.8,26,254
4,2.3,9.4,11.4,25,268
6,3.5,11.2,13.7,21,321
6,3.7,10.2,12.7,22,298
6,2.7,9.8,12.1,23,284
6,3.7,10.3,12.5,23,293
4,2,7.6,9.8,29,230
6,3,8.7,11.2,25,264
4,2,8.4,10.2,28,239
6,3,9.2,11.8,24,278
4,2,6.2,5.9,48,139
6,3.5,12,14.2,20,333
6,3.5,12.4,14.5,19,339
6,3,9.8,12.4,23,286
6,3,10,12.4,23,293
6,3,9.9,12.6,22,295
8,4.7,11.4,15.1,19,355
8,4.7,11.6,15.2,19,358
6,3,11.9,14.7,19,340
6,3,12.4,14.7,19,346
8,3.8,10.8,13.8,20,321
6,3,10.3,13.1,22,300
6,3,10.3,13.1,22,301
4,2,6.9,7.6,37,179
4,2,7.5,8.2,34,192
4,2,7.4,8.5,33,199
4,2.5,7.7,8.6,33,204
4,2.5,8.3,9.2,31,221
4,2.5,8.4,9.6,29,225
4,2.5,8.9,10.4,27,242
4,2,6.4,7.5,38,176
4,2,6.2,7.5,38,175
4,2,6.2,7.5,38,175
4,2.5,6.6,7.8,36,182
4,2.5,6.4,7.6,37,176
4,2.5,6.9,8.2,34,194
4,2,6.4,7.5,38,174
4,2,6.4,7.6,37,178
4,2.5,6.7,7.8,36,183
4,2.5,6.6,7.8,36,181
4,2.5,7,8.4,34,198
4,2.5,8.2,9.6,29,226
4,2.5,8.3,9.8,29,230
4,2.5,6.7,8,35,187
4,2.5,6.7,7.9,36,186
4,2.5,6.9,8.4,34,196
4,2,6.7,8,35,187
4,2,7.1,8.1,35,190
8,4,9.6,11.7,24,273
8,4,10.1,12.2,23,291
8,4,10.1,12.1,23,285
8,4,9.6,11.7,24,273
8,4,10.1,12.2,23,291
8,4,10.1,12.1,23,285
4,2,7.6,9.3,30,221
8,5.5,10.8,13.1,22,308
8,5.5,16.6,18.5,15,413
12,6,18,20.3,14,467
4,2,8.5,10,28,233
6,3,11.1,14.6,19,353
6,3,10.1,12,24,281
6,3,10.2,12,24,281
8,5.5,13.5,15.6,18,363
8,5.5,12.8,15.2,19,363
8,5.5,14,16.3,17,369
8,4,10.8,12.8,22,303
8,4,10.8,12.8,22,303
8,5.5,10.1,13.2,21,313
8,5.5,10.6,13.8,20,322
8,5.5,10.2,13,22,305
12,6,10.9,14.6,19,349
12,6,11,14.3,20,348
12,6,11.6,15.5,18,365
8,5.5,9.5,12.4,23,298
12,6,10.8,14.5,19,340
6,3,8.2,10.1,28,234
4,2,6.6,8.3,34,179
4,2,7.8,9,31,212
4,2,8,9.5,30,222
4,2,8,9.3,30,218
4,2,6.4,8.1,35,190
8,4.7,9.4,11.7,24,275
4,2,8.1,9.5,30,246
6,3,8.6,10.4,27,245
6,3,9.3,11,26,259
6,3,8.1,10,28,233
6,3,8.4,10.2,28,239
8,4.7,9.2,11.7,24,275
8,4.7,8.9,11.4,25,268
8,4,16.6,17.9,16,401
4,2,7.6,9.1,31,212
4,2,10,12,24,128
4,2,8.5,10,28,233
6,3,10.1,11.7,24,276
8,4.7,11.3,13.5,21,318
6,3,11.4,13,22,306
8,4.7,12.9,15,19,347
12,6,11,15,19,359
4,2,9.1,10.2,28,240
4,2,9.3,10.5,27,248
6,3,8.6,10.8,26,253
8,4.7,9.2,12,24,280
8,4.7,9.2,12,24,280
8,4.7,9.3,11.8,24,276
8,4.7,9.3,11.9,24,278
12,6,10.8,14.5,19,350
6,3,8.4,10.1,28,237
8,4.7,9.5,11.7,24,275
